"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6009","TC-019 Performance glitch user - Login with smart wait","chromium","Thu Mar 26 16:04:23 UTC 2026","passed","Thu Mar 26 16:04:29 UTC 2026","Performance & Resilience Scenarios","performance.spec.js","",""
"","438","TC-005 Locked-out user behaviour","chromium","Thu Mar 26 16:04:11 UTC 2026","passed","Thu Mar 26 16:04:12 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","1412","TC-006 Logout behaviour","chromium","Thu Mar 26 16:04:12 UTC 2026","passed","Thu Mar 26 16:04:13 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","479","TC-002 Login failure with invalid credentials","chromium","Thu Mar 26 16:04:10 UTC 2026","passed","Thu Mar 26 16:04:10 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","1489","TC-011 Problem user visual regression - Detect broken images","chromium","Thu Mar 26 16:04:19 UTC 2026","passed","Thu Mar 26 16:04:21 UTC 2026","Product Catalog Scenarios","catalog.spec.js","",""
"","934","TC-017 Checkout blocked when required fields are missing","chromium","Thu Mar 26 16:04:21 UTC 2026","passed","Thu Mar 26 16:04:22 UTC 2026","Checkout Flow Scenarios","checkout.spec.js","",""
"","748","TC-016 Complete a full purchase with valid details","chromium","Thu Mar 26 16:04:21 UTC 2026","passed","Thu Mar 26 16:04:21 UTC 2026","Checkout Flow Scenarios","checkout.spec.js","",""
"","694","TC-013 Add multiple items and verify all appear in cart","chromium","Thu Mar 26 16:04:15 UTC 2026","passed","Thu Mar 26 16:04:16 UTC 2026","Shopping Cart Scenarios","cart.spec.js","",""
"","572","TC-020 Error user - Verify failing actions","chromium","Thu Mar 26 16:04:29 UTC 2026","passed","Thu Mar 26 16:04:30 UTC 2026","Performance & Resilience Scenarios","performance.spec.js","",""
"","452","TC-003 Login failure with empty fields","chromium","Thu Mar 26 16:04:10 UTC 2026","passed","Thu Mar 26 16:04:11 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","692","TC-018 Verify order summary math for multiple items","chromium","Thu Mar 26 16:04:22 UTC 2026","passed","Thu Mar 26 16:04:23 UTC 2026","Checkout Flow Scenarios","checkout.spec.js","",""
"","1202","TC-015 Cart persists across page navigation","chromium","Thu Mar 26 16:04:16 UTC 2026","passed","Thu Mar 26 16:04:17 UTC 2026","Shopping Cart Scenarios","cart.spec.js","",""
"","553","TC-010 Sorting by Price Low-High and High-Low","chromium","Thu Mar 26 16:04:19 UTC 2026","passed","Thu Mar 26 16:04:19 UTC 2026","Product Catalog Scenarios","catalog.spec.js","",""
"","648","TC-001 Successful login with valid credentials","chromium","Thu Mar 26 16:04:09 UTC 2026","passed","Thu Mar 26 16:04:10 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","551","TC-012 Add a single item and verify cart badge updates","chromium","Thu Mar 26 16:04:14 UTC 2026","passed","Thu Mar 26 16:04:15 UTC 2026","Shopping Cart Scenarios","cart.spec.js","",""
"","582","TC-014 Remove an item from the cart and verify cart state","chromium","Thu Mar 26 16:04:16 UTC 2026","passed","Thu Mar 26 16:04:16 UTC 2026","Shopping Cart Scenarios","cart.spec.js","",""
"","558","TC-009 Sorting by Name A-Z and Z-A","chromium","Thu Mar 26 16:04:18 UTC 2026","passed","Thu Mar 26 16:04:19 UTC 2026","Product Catalog Scenarios","catalog.spec.js","",""
"","1128","TC-007 Session persistence check","chromium","Thu Mar 26 16:04:13 UTC 2026","passed","Thu Mar 26 16:04:14 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","525","TC-008 Product listing loads correctly","chromium","Thu Mar 26 16:04:17 UTC 2026","passed","Thu Mar 26 16:04:18 UTC 2026","Product Catalog Scenarios","catalog.spec.js","",""
"","458","TC-004 Login failure with SQL injection attempt","chromium","Thu Mar 26 16:04:11 UTC 2026","passed","Thu Mar 26 16:04:11 UTC 2026","Authentication Scenarios","auth.spec.js","",""
