"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","939","TC-007 Session persistence check","chromium","Wed Mar 25 20:45:39 UTC 2026","passed","Wed Mar 25 20:45:40 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","1424","TC-011 Problem user visual regression - Detect broken images","chromium","Wed Mar 25 20:45:44 UTC 2026","passed","Wed Mar 25 20:45:46 UTC 2026","Product Catalog Scenarios","catalog.spec.js","",""
"","468","TC-009 Sorting by Name A-Z and Z-A","chromium","Wed Mar 25 20:45:44 UTC 2026","passed","Wed Mar 25 20:45:44 UTC 2026","Product Catalog Scenarios","catalog.spec.js","",""
"","574","TC-013 Add multiple items and verify all appear in cart","chromium","Wed Mar 25 20:45:41 UTC 2026","passed","Wed Mar 25 20:45:41 UTC 2026","Shopping Cart Scenarios","cart.spec.js","",""
"","478","TC-010 Sorting by Price Low-High and High-Low","chromium","Wed Mar 25 20:45:44 UTC 2026","passed","Wed Mar 25 20:45:44 UTC 2026","Product Catalog Scenarios","catalog.spec.js","",""
"","477","TC-008 Product listing loads correctly","chromium","Wed Mar 25 20:45:43 UTC 2026","passed","Wed Mar 25 20:45:43 UTC 2026","Product Catalog Scenarios","catalog.spec.js","",""
"","458","TC-012 Add a single item and verify cart badge updates","chromium","Wed Mar 25 20:45:40 UTC 2026","passed","Wed Mar 25 20:45:41 UTC 2026","Shopping Cart Scenarios","cart.spec.js","",""
"","480","TC-014 Remove an item from the cart and verify cart state","chromium","Wed Mar 25 20:45:41 UTC 2026","passed","Wed Mar 25 20:45:42 UTC 2026","Shopping Cart Scenarios","cart.spec.js","",""
"","350","TC-004 Login failure with SQL injection attempt","chromium","Wed Mar 25 20:45:37 UTC 2026","passed","Wed Mar 25 20:45:38 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","1024","TC-015 Cart persists across page navigation","chromium","Wed Mar 25 20:45:42 UTC 2026","passed","Wed Mar 25 20:45:43 UTC 2026","Shopping Cart Scenarios","cart.spec.js","",""
"","352","TC-005 Locked-out user behaviour","chromium","Wed Mar 25 20:45:38 UTC 2026","passed","Wed Mar 25 20:45:38 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","510","TC-020 Error user - Verify failing actions","chromium","Wed Mar 25 20:45:53 UTC 2026","passed","Wed Mar 25 20:45:54 UTC 2026","Performance & Resilience Scenarios","performance.spec.js","",""
"","638","TC-018 Verify order summary math for multiple items","chromium","Wed Mar 25 20:45:47 UTC 2026","passed","Wed Mar 25 20:45:48 UTC 2026","Checkout Flow Scenarios","checkout.spec.js","",""
"","629","TC-016 Complete a full purchase with valid details","chromium","Wed Mar 25 20:45:46 UTC 2026","passed","Wed Mar 25 20:45:47 UTC 2026","Checkout Flow Scenarios","checkout.spec.js","",""
"","332","TC-003 Login failure with empty fields","chromium","Wed Mar 25 20:45:37 UTC 2026","passed","Wed Mar 25 20:45:37 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","769","TC-017 Checkout blocked when required fields are missing","chromium","Wed Mar 25 20:45:47 UTC 2026","passed","Wed Mar 25 20:45:47 UTC 2026","Checkout Flow Scenarios","checkout.spec.js","",""
"","568","TC-001 Successful login with valid credentials","chromium","Wed Mar 25 20:45:36 UTC 2026","passed","Wed Mar 25 20:45:36 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","361","TC-002 Login failure with invalid credentials","chromium","Wed Mar 25 20:45:37 UTC 2026","passed","Wed Mar 25 20:45:37 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","1316","TC-006 Logout behaviour","chromium","Wed Mar 25 20:45:38 UTC 2026","passed","Wed Mar 25 20:45:39 UTC 2026","Authentication Scenarios","auth.spec.js","",""
"","5448","TC-019 Performance glitch user - Login with smart wait","chromium","Wed Mar 25 20:45:48 UTC 2026","passed","Wed Mar 25 20:45:53 UTC 2026","Performance & Resilience Scenarios","performance.spec.js","",""
